ID,SAMPLE_NUM,BAT,TEMP,PH,DO,LATITUD,LONGITUD,COND,ORP,DATE
SW1,8.0,41.0,26.56,6.91,105.4,0.0,0.0,1.3,-0.014,2021-06-01 12:33:36.446483
SW1,9.0,41.0,26.17,6.81,104.3,0.0,0.0,1.3,-0.01,2021-06-01 12:33:49.502311
SW1,10.0,41.0,26.01,7.38,104.2,0.0,0.0,697.6,0.044,2021-06-01 12:34:02.055877
SW1,11.0,41.0,24.51,10.12,93.6,0.0,0.0,2422.0,0.044,2021-06-01 12:34:14.611328
SW1,12.0,41.0,23.9,10.06,91.3,0.0,0.0,2439.4,0.044,2021-06-01 12:34:27.164989
SW1,13.0,41.0,23.82,10.03,89.1,0.0,0.0,2445.9,0.044,2021-06-01 12:34:40.204426
SW1,14.0,41.0,23.78,10.02,89.4,0.0,0.0,2450.7,0.044,2021-06-01 12:34:52.741656
SW1,15.0,41.0,23.77,9.96,88.7,0.0,0.0,2454.4,0.071,2021-06-01 12:35:05.278401
SW1,16.0,41.0,23.74,10.01,90.1,0.0,0.0,2455.8,0.071,2021-06-01 12:35:17.835565
SW1,17.0,41.0,23.72,9.98,91.1,0.0,0.0,2461.7,0.075,2021-06-01 12:35:30.892240
SW1,18.0,41.0,23.72,9.96,89.1,0.0,0.0,2463.1,0.077,2021-06-01 12:35:43.447720
SW1,19.0,41.0,23.72,9.94,88.4,0.0,0.0,2465.8,0.078,2021-06-01 12:35:55.980731
SW1,20.0,41.0,23.72,9.96,87.0,0.0,0.0,2467.1,0.079,2021-06-01 12:36:08.531053
SW1,21.0,41.0,23.72,9.95,86.7,0.0,0.0,2469.0,0.079,2021-06-01 12:36:21.586543
SW1,22.0,41.0,23.72,9.94,86.9,0.0,0.0,2469.5,0.08,2021-06-01 12:36:34.141689
SW1,23.0,41.0,23.7,9.91,88.3,0.0,0.0,2468.0,0.081,2021-06-01 12:36:46.696754
SW1,24.0,41.0,23.69,9.92,87.1,0.0,0.0,2469.2,0.082,2021-06-01 12:36:59.252594
